Date,HDFC.NS,TCS.NS,KOTAKBANK.NS,BHARTIARTL.NS,NESTLEIND.NS,HDIL.NS,MARUTI.NS,ASIANPAINT.NS,HCLTECH.NS,COALINDIA.NS
12-09-2014,746.2116699,1147.856689,532.9653931,366.3461304,5839.062012,95.65000153,2789.48999,643.1362305,364.2670898,225.0712891
15-09-2014,746.2116699,1126.155029,521.4749146,364.1781311,5788.087402,94.09999847,2780.854492,633.2280273,361.7278137,221.3903351
16-09-2014,746.2116699,1122.876099,512.1780396,364.8417358,5629.759766,86.40000153,2769.355713,619.2028809,360.7953186,216.7341156
17-09-2014,746.2116699,1140.637573,509.4363403,366.6557922,5576.953613,85.59999847,2785.172119,618.3892822,365.5143433,213.5251312
18-09-2014,746.2116699,1163.131958,522.272522,368.0273743,5701.160645,93.5,2856.040527,631.4088745,367.8401184,217.0172272
19-09-2014,746.2116699,1194.782227,530.2236328,367.1867371,5544.068359,92.15000153,2893.304688,640.9343262,376.0760193,217.5835419
22-09-2014,746.2116699,1198.127686,520.3533325,367.3637695,5518.60498,92.75,2878.098633,626.5837402,381.8738403,215.8217621
23-09-2014,746.2116699,1183.33667,519.0075073,359.7093506,5414.54834,89.80000305,2873.96875,609.3533325,387.5141296,210.8824158
24-09-2014,746.2116699,1163.439819,516.5897217,356.7450256,5614.920898,88.69999695,2883.355225,612.2808838,384.1321716,221.0757141
25-09-2014,746.2116699,1192.316895,512.7014771,359.4881897,5595.867188,80.69999695,2869.697754,595.7705078,383.9186096,218.1813354
26-09-2014,746.2116699,1181.487793,510.6327515,358.426239,5641.026367,81.19999695,2851.628662,602.2498779,385.1658936,219.0307465
29-09-2014,746.2116699,1218.442749,500.1643677,356.8334961,5685.039551,82.09999847,2823.609863,600.4261475,383.368103,216.1363525
30-09-2014,746.2116699,1204.642334,505.0246582,358.559021,5467.219238,83.65000153,2874.95459,604.3137207,385.3344116,214.7835236
01-10-2014,746.2116699,1221.809937,504.3018799,356.7892456,5505.963379,81.19999695,2788.691895,606.3775024,391.0422974,216.8284912
07-10-2014,746.2116699,1202.331665,501.3856506,356.966217,5457.140137,82.55000305,2758.373535,603.8816528,388.581543,214.9094086
08-10-2014,746.2116699,1181.13623,498.6190491,353.6921082,5428.791992,80.15000153,2770.05957,609.8331299,375.9749451,215.0037689
09-10-2014,746.2116699,1191.194092,510.0844116,358.3378296,5517.414063,83.34999847,2821.779785,628.8875122,381.0085754,216.0420074
10-10-2014,746.2116699,1179.066772,499.9400635,347.1438904,5398.196777,80.94999695,2784.233398,636.6626587,390.4467773,210.9452972
13-10-2014,746.2116699,1195.816528,502.7316284,346.4802246,5502.712891,79.30000305,2790.475342,629.3674316,394.5590515,214.4374542
14-10-2014,746.2116699,1188.178711,505.0496521,352.5417786,5446.51416,75.15000153,2780.38501,620.2003174,387.188324,216.576828
15-10-2014,746.2116699,1188.178711,505.0496521,352.5417786,5446.51416,75.15000153,2780.38501,620.2003174,387.188324,216.576828
16-10-2014,746.2116699,1178.890991,494.3070374,343.4715881,5266.706543,74.5,2756.68457,600.8101196,372.0985107,219.3453522
17-10-2014,746.2116699,1074.586548,498.5193176,350.3737488,5216.648926,76.55000305,2760.67334,614.440918,338.3122559,220.6352692
20-10-2014,746.2116699,1066.728638,500.4136047,355.4619141,5284.249023,76.05000305,2819.432617,621.6400146,336.256012,227.3364258
21-10-2014,746.2116699,1071.174438,505.3486938,363.3817139,5468.316406,76.25,2887.016113,618.4245605,339.5840759,223.4038544
22-10-2014,746.2116699,1079.296509,529.8995972,362.3198547,5470.056152,76.55000305,2982.289063,618.1845093,341.4228821,222.1454163
27-10-2014,746.2116699,1081.629395,540.8665161,366.8327637,5587.441406,74.30000305,2975.249023,622.7440186,337.7000427,224.3161774
28-10-2014,746.2116699,1091.071655,539.7697754,360.7712402,5448.349609,75.55000305,2958.025146,620.7763672,338.6928406,224.4105835
29-10-2014,746.2116699,1105.384644,538.348999,358.4705811,5613.63916,76.75,3008.759033,620.4883423,341.1407776,225.7633972
30-10-2014,746.2116699,1128.387329,545.3529053,360.5942688,5617.897461,81.30000305,3041.47168,618.8563843,355.7497864,226.4555206
31-10-2014,746.2116699,1150.28772,557.4414063,352.9841919,5731.526367,83.25,3132.520996,630.6633301,362.8908081,233.1567078
03-11-2014,746.2116699,1142.568481,553.5531006,350.1968079,5828.117676,88.05000305,3085.212646,627.3994751,354.4073792,226.0150909
